location,accessibility,neighborhood_quality,zoning,historical_trends,land_size,land_price
3.745401188473625,1.8513292883861965,2.6170568373590597,3,387.89670549685854,8137.567255335903,-11066.98756353402
9.50714306409916,5.419009473783581,2.469787990719998,1,283.5412186782657,9831.17437709916,27860.282993478708
7.319939418114051,8.729458358764083,9.062545805210366,1,455.89459859917747,9392.400312308217,30685.59122273566
5.986584841970366,7.322248864095612,2.495461998495061,3,478.5150516908922,9404.79348561624,16592.773972325078
1.5601864044243652,8.065611478614498,2.71949726128631,2,498.9194881037166,4620.013613624011,19386.277984404158
1.5599452033620265,6.587833667107174,7.593982624179637,3,438.802220728185,5219.108924561118,26228.810092531556
0.5808361216819946,6.922765645178525,4.4973984245054,3,426.12022112840134,7350.718567320834,3937.55336790002
8.661761457749352,8.491956515653193,7.767105569551812,2,264.65022766026533,9299.727352461558,32626.203599431734
6.011150117432088,2.4966800885918596,0.6536615756438524,3,300.8021176970326,2277.948334168762,3717.6519036084264
7.080725777960454,4.894249636431405,4.875711936733843,3,339.7047625286839,3738.176774444762,5155.98142484158
0.20584494295802447,2.2120944181960223,0.3361360018328263,3,432.0143143346749,2253.2216013469856,4713.117280259704
9.699098521619943,9.87668007996647,0.6265320345535452,2,474.4897595233906,6508.076769635098,22693.44918378834
8.324426408004218,9.440593396866133,9.06437453344411,1,256.7417300068954,3756.7089719878377,11150.095147331824
2.1233911067827616,0.394268113685059,1.3924537111759516,1,476.7102454010309,3934.9706726131612,12473.860958180263
1.8182496720710062,7.055751725156885,5.324206822752171,2,408.68739570621744,1638.2436353918133,13603.800524960054
1.8340450985343382,9.252483174156659,4.110956026007066,1,383.2312192055116,4148.164556268328,11868.93849071177
3.0424224295953772,1.8057534512733353,3.4734332625884266,3,259.9523813845818,8762.468566614269,1475.1869824496011
5.247564316322379,5.679452305526294,8.998333456872725,1,216.65750984274516,3097.6553070175146,12653.42019707511
4.319450186421157,9.154882975880419,0.218233967754895,3,370.539469552382,7256.687195890591,1598.8932170716553
2.9122914019804194,0.3394597858579884,6.637896861755891,1,395.4547049986677,6666.6551044473335,2791.739788166248
6.118528947223795,6.974202672468399,9.633944342135504,2,263.23443480640645,8771.361475322039,19210.64197526963
1.3949386065204183,2.9734900737255074,5.60168183461842,1,366.93686174763695,2190.591528859344,14824.65878030816
2.9214464853521815,9.243961953765304,9.368224620330919,1,456.9480208287721,9798.30964310539,17885.794054057642
3.663618432936917,9.710582451653679,0.5225787928602377,1,450.51978363650596,6243.6578143632905,21884.06000901313
4.56069984217036,9.442664891134338,4.187933190741614,2,478.20655417588915,9959.267371121328,36728.32468431207
7.851759613930136,4.742142166574638,2.6015779096205116,1,309.76574286706415,9203.632532792657,11625.508550877334
1.9967378215835974,8.620426509893134,7.3082096498072975,2,295.4148717652756,2993.6554490179524,29402.921283397518
5.142344384136116,8.445493985350703,9.812970904972467,3,424.8278017942426,1505.4580891298178,8770.160077122275
5.924145688620425,3.1910047324325563,2.565300624442478,1,329.33372152910147,3300.751844158254,9011.546552514257
0.46450412719997725,8.289154741506774,6.5417460147407445,2,226.26459920833418,5748.072840994779,32421.841887897397
6.075448519014383,0.3700763471549262,1.9809763275974013,2,284.8403392011499,2544.36730358671,24234.32854922104
1.7052412368729153,5.96269878482053,5.653302545716099,1,325.57468565944674,2507.137700661897,4763.057064010579
0.6505159298527952,2.3000883728770303,4.639324866883362,3,287.7549276428756,5163.341923946378,6237.471548881742
9.488855372533333,1.205668857772788,9.72005329631537,2,299.6616712841965,1299.411740524226,11599.60848144895
9.656320330745594,0.7695320162920916,6.085272726964666,1,288.1327718523172,2096.992742790434,15964.559883477057
8.08397348116461,6.962887758781397,3.495063720868188,3,212.44975015492383,4742.752054671528,-4585.70350412046
3.0461376917337066,3.3987496376806616,1.1409578488793337,2,391.1284102473328,1568.169182871698,6810.1450184865225
0.9767211400638387,7.247667715287615,1.5124682873493456,2,379.1877261060408,4570.7955080997635,23944.465672865605
6.842330265121569,0.6535634079894237,2.2531692995123507,3,396.01504954360416,5266.056393536006,-20432.3389194429
4.4015249373960135,3.152903378306103,2.50966661340298,3,257.69296881008825,5061.39952665803,22802.0809022667
1.2203823484477883,5.394912923753372,8.506160578411379,1,288.6963624837456,8822.573716627787,19803.293774175283
4.951769101112702,7.907231648389636,5.612227882825249,1,385.8847780834767,5770.562095465592,-4139.227330842536
0.34388521115218396,3.187525029320699,5.233909113743664,2,379.8882705379764,5211.8241623023905,40858.49514909508
9.093204020787821,6.2589137643700905,1.1476887186921747,3,351.89909280628035,4696.383208524996,37359.99623331575
2.587799816000169,8.85977748236187,8.60139693349435,3,305.12397500305923,8358.610404740375,7582.7441997083315
6.62522284353982,6.158631881823045,7.228143032084837,3,473.879301432407,9055.509435998498,3083.604367938422
3.1171107608941098,2.329594747536338,0.6766836190000158,2,301.93107268965315,8679.182222774058,36291.40221915726
5.200680211778108,0.2440078155653802,7.078350972297686,3,336.68574693117546,7061.919203182518,3212.6191323011217
5.4671027934327965,8.700988739009299,5.4353821734264605,3,403.4341492862626,2236.2557137180684,9983.603048525485
1.8485445552552704,0.21269410850387138,0.8172534574677826,2,362.9064292600292,3491.82972542811,26844.69270720933
9.695846277645586,8.747016726841995,4.583006415286564,1,304.0657929093157,1414.567573137797,15224.557300108116
7.7513282336111455,5.28937134027212,4.8469628713004695,1,330.693437136953,9377.416674911026,14789.655473700084
9.394989415641891,9.390676985128962,1.6577454016327575,2,438.34424535605183,6947.186767218193,16213.983630965215
8.948273504276488,7.987832357736654,9.456981470002823,3,283.4387466459837,7717.265958819174,8899.363639467061
5.978999788110851,9.979341105333376,8.49975371480662,2,242.6765719330446,3804.1456562400604,23298.323964644962
9.218742350231167,3.5071181545171015,6.690223373291083,1,293.94896054893314,8610.88170049608,5487.075320476277
0.884925020519195,7.671882889311269,4.622955610006072,1,454.8602646463704,3336.4295533763066,-2793.6697279362324
1.959828624191452,4.019309136092422,4.1176554158450855,2,226.69691445690398,1014.7938140120472,16501.583719350914
0.45227288910538066,4.798756203039089,6.509734671509541,2,497.50882201173556,4387.734662686245,-503.5850892752205
3.2533033076326436,6.275054632183701,5.4543186940690545,1,362.3008696782988,6136.853328631661,3028.524479404321
3.8867728968948203,8.736771141863388,0.6227310588188562,2,495.4537231901282,5308.343721689703,41532.997028667494
2.713490317738959,9.840834691992951,5.125026487703317,1,481.69892662579326,8758.685283189374,11059.469633491979
8.287375091519294,7.682734138645182,8.064036172328395,2,335.84411426327506,1948.6475736055024,21486.730945831194
3.567533266935893,4.177667821673338,4.59239877596958,2,259.5473223816047,5984.410965703531,17045.928593030007
2.8093450968738076,4.213570022770702,0.5195657755426841,2,249.46543296954152,5616.814148388167,15037.813966511803
5.426960831582485,7.375823015888915,7.862781993840331,1,271.99680916098725,3532.536839549467,19532.657674159585
1.4092422497476265,2.3877714576830233,2.013637821359744,2,413.0397921693612,8400.053013193095,23281.986947710342
8.021969807540398,1.1047411313139466,2.5862083488803878,1,281.88499841944633,7775.637902939857,9894.207695525105
0.7455064367977082,3.546221576407765,1.647063534322959,1,302.4275808812895,7595.732685986479,5277.083558674874
9.868869366005173,2.8723899165408175,3.302150648714975,2,334.63364119838445,8885.732304426005,40535.57413340044
7.722447692966574,2.963081204559901,7.56751505688635,2,473.9698041264369,7505.06140559369,11071.665578659642
1.987156815341724,2.3360775104990994,5.193858595039373,1,256.8180253654538,3086.571625432538,6194.454847063049
0.05522117123602399,0.42093189636361883,2.048812741507126,1,201.50796578294094,7350.0644048472195,6310.84447937178
8.154614284548341,0.1787393473341381,8.778300781520409,3,218.02892311345104,3769.325320508595,431.36609816158034
7.068573438476172,9.877223897360315,8.795818549515293,1,471.4299025040354,3179.571853127235,16027.210648669628
7.2900716804098735,4.277731337358624,8.70578425046007,3,394.25493945300894,1657.0323360966458,-459.065936837289
7.712703466859457,3.8432664715968166,2.3879621138153926,3,281.912185798342,7696.257223129091,16134.369026978748
0.7404465173409036,6.796472826930699,4.512393441809881,3,253.15775030335732,7399.008657548301,-8683.845762313707
3.5846572854427263,2.1825388786506417,9.849896561408752,2,288.2800209911343,3110.4952990668435,30386.04000890696
1.1586905952512971,9.499611839502254,7.7201247630999035,2,234.43907817538403,7744.411150517403,21832.56610464629
8.631034258755935,7.863450144155521,0.2716742122555982,1,482.45987308533233,9260.567947841977,13759.12672026492
6.232981268275579,0.8941100231225951,0.6520459126049205,3,435.26185230958004,1972.2606174242133,-6314.666929593118
3.308980248526492,4.175807757849284,4.639313768123328,2,338.7173530737622,3093.7297454809745,29319.55579665079
0.6355835028602363,8.791183075621646,9.092202058615602,2,459.4887815345606,7752.34714678584,16035.365454378189
3.109823217156622,9.447320222914103,5.387017979527142,2,274.8374612879697,3470.560061563704,10062.058080884775
3.2518332202674705,4.674015112498697,4.9781250803429025,2,415.1361705416581,6621.975768553451,31738.171716060926
7.29606178338064,6.134113892107077,1.0547369995663058,2,456.83974970412305,1730.4780201734307,13415.400203852447
6.3755747135521315,1.6703394609207523,6.5678010472429404,3,307.0306134869818,5069.822311931848,6385.233999680404
8.872127425763265,9.911686261369766,8.221031606002255,3,427.2393336352153,7651.822797936577,24162.707861860174
4.722149251619493,2.3167170138344337,3.8042000750756233,3,288.5217047792928,7178.625487389273,7767.6999621221585
1.195942459383017,9.427317741351256,7.756118509253275,3,289.65714057770924,8335.64890608226,25292.09107573091
7.13244787222995,6.496466489923685,9.644766539008117,1,232.1171535662558,8897.06913942852,9837.376272864225
7.607850486168974,6.077367948788591,2.037664591276891,3,332.01741395281965,7958.651511328824,8796.081055518982
5.612771975694963,5.126885110165086,5.233296311947413,2,418.9135719492267,7044.289686450334,22774.394008808533
7.70967179954561,2.3066981171775867,2.8713795808457556,3,482.0662416713855,1285.5024263442804,12543.667954642993
4.937955963643907,1.7652803200550826,7.9285441903383935,1,381.13909757872887,5814.700060684996,24755.018884653855
5.227328293819941,2.2048620907017535,5.775933658811575,2,458.9406613207217,1339.2795242336751,20386.22561785954
4.275410183585496,1.8643826214425452,6.345824175503037,3,446.74839478706815,8272.610354044204,5764.512409951074
0.2541912674409519,7.795844735667533,7.979141596158941,3,252.00291589258427,3886.5207201396183,-10836.796372321274
1.0789142699330445,3.501252591667301,3.959704726624549,3,345.7452286737894,6061.864367061288,3863.686522599233
0.3142918568673425,0.5784267656339637,9.150900684070432,2,235.07706065761744,3515.0077658701234,9073.433349191215
6.364104112637804,9.691026301408113,5.3302886724614,2,404.6459484684905,8042.501299422643,33823.60951771628
3.143559810763267,8.837858849634257,1.57954822835348,1,484.9699004738228,8978.522739777123,9398.712982742367
5.085706911647028,9.27752283195213,6.958991181688025,2,241.12683742362697,4587.782447917576,22181.93003723483
9.07566473926093,9.949078226464353,7.9326135043825445,2,420.16493924076235,8766.301541598901,17050.788407253145
2.4929222914887497,1.738952492194873,3.1676167706752665,3,389.67144526035827,3403.6750671069917,-16320.656844762409
4.103829230356297,3.9624201890265875,8.57179256998753,2,375.0815111024299,5811.948307679714,40922.58467374668
7.555511385430487,7.582384757040913,9.061432547657663,3,317.0360704065018,8728.852868548336,15360.471198988174
2.2879816549162246,6.960206180537922,2.769044873778089,3,306.53949432614377,3932.9320835421136,8221.698014048041
0.7697990982879299,1.5389590633985506,9.83521472715222,2,213.57475670566635,9586.380385702772,10587.23312256806
2.8975145291376805,8.158331249906178,1.4071152804875842,1,265.37261247560406,2096.9155160324526,17733.253792990603
1.6122128725400442,2.2444057183666066,2.0201566840249,1,204.55306468604806,1164.475627511556,11283.205639102296
9.29697652342573,2.2381761482262306,1.8422483923802613,2,374.4251316746062,9137.218173203717,18261.926520975903
8.08120379564417,5.3697442289341355,8.939897100078705,1,231.75597076337266,1617.8379953308502,4125.421620873152
6.334037565104235,5.929399348417031,6.542925523249618,3,461.9058182089148,9927.002763527425,4823.651076196453
