location,accessibility,neighborhood_quality,zoning,historical_trends,land_size,land_price
3.745401188473625,2.2575394849830017,2.6828945485338096,1,5739.976938350817,1179.3998096434677,6936.269226946775
9.50714306409916,8.381956962368,8.776912580053727,2,10909.130912177989,2539.5097665157596,19130.840498296344
7.319939418114051,7.708758328377764,6.404758540464729,1,7459.634784621292,1242.0224170284685,18052.178726123642
5.986584841970366,4.812711515664337,4.7451706816076396,1,6937.236337929776,942.7207831694739,11378.309185051816
1.5601864044243652,2.672820709627667,2.3283536180137236,3,4940.2663467395305,3074.2131658629237,3500.0
1.5599452033620265,1.4888249125316904,1.6702244893856675,1,4840.165680142485,2339.8498205378723,4199.744099604167
0.5808361216819946,0.66643082562652,1.0981010404558258,1,4323.879558692319,1049.147620625709,3500.0
8.661761457749352,8.383388490141458,8.79226395716782,1,8552.720073109193,1937.6901962500842,12677.935835196771
6.011150117432088,6.783997955975811,6.9473430701428,1,7057.591688110938,1066.3811609017841,15487.587111690498
7.080725777960454,7.863885665737465,8.19388774244855,1,7431.376031599412,1675.3384299174581,15184.35825112063
0.20584494295802447,0.5408992948701958,0.0,1,3843.6686002155075,1974.3491816744086,3500.0
9.699098521619943,10.0,8.935059314719597,1,8946.889609718566,1206.8293172871595,20349.39977091954
8.324426408004218,8.112336738083792,8.02942354953805,2,9673.077633251429,2620.6206729260875,17777.93018208048
2.1233911067827616,2.66559411369181,2.263374483368135,1,5013.467810577276,2831.8227120048155,5464.854694685491
1.8182496720710062,1.4803718965971995,1.0467957656108307,1,5124.79627442548,2062.7240909201264,3838.5296386525524
1.8340450985343382,1.83627672069674,2.7467382561713647,1,4872.767821304113,2223.8408126663444,4749.258948482357
3.0424224295953772,2.76777868022908,4.939977673076086,1,5432.364422484723,874.4416608652012,7625.629822431096
5.247564316322379,4.790345777003183,5.296560710108354,1,6567.859201479631,3572.7597431163986,10777.661991913013
4.319450186421157,3.630338388699367,4.197057679302832,1,6109.199999361818,1727.3392641732962,9216.655584146547
2.9122914019804194,3.379981505839305,3.9020546882424156,1,5257.905972086724,1132.7140175104632,6443.589467425283
6.118528947223795,7.429134860037259,4.645870965864398,1,7394.736099980567,1944.8067741898176,11616.725641054903
1.3949386065204183,2.5660405781899778,1.7747381384596963,3,4587.605508834028,2624.7344190036983,3500.0
2.9214464853521815,1.6648811494067461,3.5235127100360675,1,5617.600734551536,2335.951971349981,7225.371595619368
3.663618432936917,4.95282148434379,3.4072253511578667,1,5628.117385622527,1051.1654895395554,7644.47877250702
4.56069984217036,4.242541340552431,3.238691711783015,1,6390.255218821287,2640.751843390646,9353.87224522433
7.851759613930136,8.452492629075728,7.846173908374035,2,9530.102870589548,1754.0285661717726,14461.963355530866
1.9967378215835974,1.0905224895363863,1.6641877887675134,1,5003.37532531347,2322.9706337991147,5136.110831840689
5.142344384136116,5.284324298010121,4.27628607638286,2,7634.628402670228,1211.0272552619322,14759.328936195987
5.924145688620425,6.237868871517332,8.114423919540448,1,7045.264719403089,3050.1797268253567,11757.983772342688
0.46450412719997725,0.0,0.0,1,4186.871596147916,1981.0014192559852,3500.0
6.075448519014383,6.683715685358573,5.10426931749107,1,7002.319115020405,3276.1088046338077,14589.038461512697
1.7052412368729153,3.0511762447112307,2.0154004201537985,2,5309.156162613602,839.2980985538677,7079.289623856655
0.6505159298527952,0.47586798417116727,1.5059821838527978,1,4096.8670943132265,897.2104412674212,3500.0
9.488855372533333,10.0,9.659613009771563,1,8485.167892279338,1603.5674406982275,16260.694840310076
9.656320330745594,9.466626837293186,10.0,1,8863.949376244094,3766.1649573097616,20820.678718690157
8.08397348116461,8.933558012211227,7.467338246145438,1,7640.031650223299,4824.225336376296,15955.245443733693
3.0461376917337066,0.8275677257826071,3.8682551483518903,1,5186.500924937347,1159.5495044796114,5911.3179331117535
0.9767211400638387,3.395498919377302,2.264065501776321,1,4849.409902557379,1856.6396923784541,4065.771685433336
